GARMIN CONSOLIDATED SLEEP REPORT
===============================

Date         | Deep     | REM      | Light    | Total
2024-11-22   | 0h 31m   | 1h 35m   | 5h 43m   | 8h 14m
2024-11-23   | 0h 6m    | 2h 21m   | 5h 59m   | 8h 39m
2024-11-24   | 0h 55m   | 1h 0m    | 5h 15m   | 7h 55m
2024-11-25   | 0h 22m   | 1h 47m   | 6h 15m   | 8h 43m
2024-11-26   | 0h 56m   | 1h 57m   | 6h 15m   | 9h 25m
2024-11-27   | 1h 2m    | 1h 37m   | 6h 17m   | 9h 33m
2024-11-28   | 0h 18m   | 0h 22m   | 5h 16m   | 5h 59m
2024-11-29   | 1h 31m   | 1h 11m   | 5h 20m   | 8h 59m
2024-11-30   | 1h 49m   | 1h 26m   | 5h 16m   | 9h 12m
2024-12-01   | 0h 18m   | 1h 36m   | 6h 28m   | 8h 47m
2024-12-02   | 0h 55m   | 1h 17m   | 5h 23m   | 7h 58m
2024-12-03   | 0h 46m   | 1h 38m   | 5h 26m   | 8h 18m
2024-12-04   | 1h 43m   | 1h 43m   | 5h 33m   | 9h 2m
2024-12-05   | 0h 59m   | 1h 56m   | 5h 24m   | 8h 32m
2024-12-06   | 0h 24m   | 1h 56m   | 6h 16m   | 8h 57m
2024-12-07   | 0h 35m   | 1h 42m   | 5h 44m   | 8h 15m
2024-12-08   | 0h 49m   | 1h 38m   | 6h 42m   | 9h 29m
2024-12-09   | 0h 51m   | 1h 45m   | 5h 48m   | 8h 57m
2024-12-10   | 0h 32m   | 1h 37m   | 5h 42m   | 8h 7m
2024-12-11   | 0h 16m   | 1h 56m   | 6h 30m   | 8h 58m
2024-12-12   | 0h 49m   | 0h 57m   | 6h 51m   | 8h 59m
2024-12-13   | 0h 55m   | 1h 28m   | 5h 49m   | 8h 16m
2024-12-14   | 1h 6m    | 1h 46m   | 5h 56m   | 9h 13m
2024-12-15   | 0h 2m    | 1h 50m   | 6h 11m   | 8h 24m
2024-12-16   | 0h 50m   | 0h 55m   | 5h 46m   | 7h 39m
2024-12-17   | 1h 7m    | 1h 27m   | 5h 33m   | 8h 9m
2024-12-18   | 0h 51m   | 0h 52m   | 6h 32m   | 8h 54m
2024-12-19   | 1h 2m    | 1h 15m   | 4h 58m   | 7h 23m
2024-12-20   | 0h 58m   | 1h 39m   | 6h 18m   | 9h 20m
2024-12-21   | 1h 6m    | 1h 41m   | 6h 10m   | 9h 15m
2024-12-22   | 0h 37m   | 1h 57m   | 5h 40m   | 8h 19m
2024-12-23   | 0h 39m   | 0h 56m   | 6h 19m   | 8h 31m
2024-12-25   | 1h 17m   | 1h 24m   | 5h 17m   | 8h 2m
2024-12-26   | 0h 18m   | 1h 26m   | 5h 59m   | 7h 55m
2024-12-27   | 0h 34m   | 1h 50m   | 5h 46m   | 8h 18m
2024-12-28   | 1h 4m    | 0h 41m   | 5h 41m   | 7h 43m
2024-12-29   | 0h 47m   | 0h 28m   | 5h 54m   | 7h 48m
2024-12-30   | 1h 18m   | 1h 36m   | 5h 46m   | 8h 45m
2024-12-31   | 0h 31m   | 1h 7m    | 7h 26m   | 9h 53m
2025-01-01   | 0h 21m   | 0h 49m   | 6h 4m    | 7h 31m
2025-01-02   | 0h 53m   | 1h 32m   | 6h 0m    | 8h 46m
2025-01-03   | 0h 17m   | 1h 51m   | 5h 24m   | 7h 35m
2025-01-04   | 0h 35m   | 1h 34m   | 5h 15m   | 8h 20m
2025-01-05   | 0h 45m   | 1h 1m    | 5h 18m   | 7h 11m
2025-01-06   | 0h 22m   | 2h 4m    | 5h 54m   | 8h 29m
2025-01-07   | 0h 45m   | 1h 56m   | 5h 53m   | 8h 38m
2025-01-08   | 0h 48m   | 2h 15m   | 5h 36m   | 8h 44m
2025-01-09   | 1h 42m   | 1h 35m   | 5h 31m   | 8h 52m
2025-01-10   | 1h 5m    | 1h 41m   | 5h 7m    | 7h 57m
2025-01-11   | 0h 26m   | 1h 12m   | 5h 33m   | 7h 21m
2025-01-12   | 0h 16m   | 1h 24m   | 6h 39m   | 8h 41m
2025-01-13   | 0h 54m   | 1h 18m   | 6h 17m   | 8h 55m
2025-01-14   | 0h 55m   | 2h 55m   | 5h 28m   | 9h 23m
2025-01-15   | 0h 42m   | 1h 26m   | 6h 3m    | 8h 22m
2025-01-16   | 0h 42m   | 1h 48m   | 4h 46m   | 7h 32m
2025-01-17   | 0h 26m   | 2h 9m    | 6h 1m    | 8h 43m
2025-01-18   | 1h 10m   | 0h 22m   | 3h 43m   | 5h 23m
2025-01-19   | 0h 23m   | 1h 34m   | 5h 29m   | 7h 47m
2025-01-20   | 1h 15m   | 1h 56m   | 6h 0m    | 9h 32m
2025-01-21   | 0h 52m   | 1h 10m   | 6h 42m   | 8h 49m
2025-01-22   | 0h 46m   | 1h 42m   | 5h 47m   | 8h 55m
2025-01-23   | 0h 47m   | 1h 11m   | 5h 43m   | 8h 21m
2025-01-24   | 1h 1m    | 1h 40m   | 5h 53m   | 8h 45m
2025-01-26   | 0h 54m   | 1h 16m   | 5h 9m    | 7h 24m
2025-01-27   | 0h 8m    | 1h 7m    | 6h 17m   | 7h 58m
2025-01-28   | 0h 36m   | 1h 12m   | 6h 20m   | 8h 14m
2025-01-29   | 0h 36m   | 0h 58m   | 6h 9m    | 7h 56m
2025-01-30   | 1h 2m    | 1h 7m    | 6h 18m   | 9h 8m
2025-01-31   | 1h 7m    | 0h 50m   | 6h 21m   | 8h 40m
2025-02-01   | 1h 10m   | 0h 36m   | 5h 53m   | 8h 57m
2025-02-02   | 0h 41m   | 1h 9m    | 7h 5m    | 9h 11m
2025-02-03   | 0h 24m   | 1h 28m   | 5h 47m   | 8h 6m
2025-02-04   | 1h 20m   | 1h 44m   | 4h 40m   | 7h 48m
2025-02-05   | 0h 32m   | 1h 6m    | 6h 9m    | 8h 40m
2025-02-06   | 1h 7m    | 1h 13m   | 5h 10m   | 8h 10m
2025-02-07   | 0h 0m    | 0h 56m   | 6h 10m   | 7h 32m
2025-02-08   | 1h 8m    | 0h 37m   | 4h 47m   | 7h 42m
2025-02-09   | 0h 45m   | 1h 3m    | 6h 8m    | 8h 21m
2025-02-10   | 0h 40m   | 0h 59m   | 5h 14m   | 7h 2m
2025-02-11   | 0h 36m   | 1h 8m    | 5h 46m   | 8h 3m
2025-02-12   | 0h 55m   | 2h 0m    | 5h 12m   | 8h 13m
2025-02-13   | 1h 4m    | 1h 41m   | 4h 56m   | 8h 31m
2025-02-14   | 0h 47m   | 1h 4m    | 5h 57m   | 7h 57m
2025-02-15   | 0h 42m   | 1h 38m   | 4h 48m   | 7h 11m
2025-02-16   | 0h 6m    | 1h 30m   | 4h 57m   | 6h 44m
2025-02-17   | 1h 1m    | 2h 3m    | 4h 44m   | 9h 3m
2025-02-18   | 0h 30m   | 1h 43m   | 5h 43m   | 8h 0m
2025-02-19   | 0h 47m   | 1h 54m   | 5h 58m   | 9h 53m
2025-02-20   | 0h 45m   | 0h 58m   | 5h 59m   | 8h 15m
2025-02-21   | 1h 3m    | 2h 4m    | 6h 45m   | 10h 29m
2025-02-22   | 0h 26m   | 1h 15m   | 4h 55m   | 6h 48m
2025-02-23   | 0h 7m    | 0h 50m   | 6h 39m   | 8h 8m
2025-02-24   | 0h 52m   | 1h 23m   | 5h 42m   | 8h 7m
2025-02-25   | 1h 39m   | 1h 5m    | 5h 7m    | 9h 1m
2025-02-26   | 1h 2m    | 1h 10m   | 5h 12m   | 7h 41m
2025-02-27   | 0h 59m   | 1h 7m    | 6h 2m    | 9h 9m
2025-02-28   | 0h 53m   | 0h 53m   | 5h 45m   | 8h 49m
2025-03-01   | 1h 19m   | 1h 27m   | 5h 21m   | 8h 15m
2025-03-02   | 1h 39m   | 0h 59m   | 4h 40m   | 8h 17m
2025-03-03   | 0h 57m   | 0h 58m   | 4h 51m   | 6h 57m
2025-03-04   | 2h 2m    | 0h 36m   | 3h 59m   | 6h 54m
2025-03-05   | 1h 11m   | 1h 23m   | 4h 34m   | 7h 12m
2025-03-06   | 0h 37m   | 1h 54m   | 4h 16m   | 7h 27m
2025-03-07   | 0h 36m   | 0h 59m   | 5h 28m   | 7h 16m
2025-03-08   | 1h 24m   | 1h 25m   | 4h 25m   | 8h 32m
2025-03-09   | 1h 0m    | 1h 15m   | 4h 47m   | 7h 33m
2025-03-10   | 0h 58m   | 0h 56m   | 5h 53m   | 8h 8m
2025-03-11   | 1h 11m   | 1h 23m   | 4h 42m   | 7h 34m
2025-03-12   | 1h 17m   | 0h 43m   | 5h 17m   | 7h 22m
2025-03-13   | 0h 39m   | 0h 46m   | 5h 10m   | 6h 50m
2025-03-14   | 1h 34m   | 1h 3m    | 4h 25m   | 7h 17m
2025-03-15   | 1h 7m    | 0h 51m   | 4h 46m   | 6h 44m
2025-03-16   | 1h 5m    | 1h 24m   | 4h 58m   | 7h 35m
2025-03-17   | 0h 50m   | 1h 27m   | 4h 56m   | 7h 13m
2025-03-18   | 1h 31m   | 0h 35m   | 5h 17m   | 7h 58m
2025-03-19   | 1h 51m   | 1h 52m   | 4h 4m    | 7h 58m
2025-03-20   | 1h 6m    | 1h 27m   | 5h 3m    | 8h 9m
2025-03-21   | 0h 20m   | 1h 17m   | 6h 40m   | 8h 42m
2025-03-22   | 1h 19m   | 1h 28m   | 5h 4m    | 8h 6m
2025-03-23   | 2h 14m   | 1h 5m    | 5h 21m   | 8h 51m
2025-03-24   | 0h 54m   | 0h 58m   | 5h 37m   | 7h 43m
2025-03-25   | 1h 12m   | 2h 13m   | 6h 26m   | 10h 22m
2025-03-26   | 0h 59m   | 1h 34m   | 5h 56m   | 9h 24m
2025-03-27   | 0h 59m   | 1h 23m   | 4h 33m   | 7h 37m
2025-03-28   | 1h 7m    | 1h 28m   | 6h 12m   | 8h 59m
2025-03-29   | 1h 29m   | 1h 15m   | 5h 30m   | 8h 35m
2025-03-30   | 1h 6m    | 1h 42m   | 5h 19m   | 8h 28m
2025-03-31   | 0h 28m   | 1h 38m   | 5h 21m   | 8h 17m
2025-04-01   | 1h 13m   | 0h 55m   | 6h 9m    | 8h 41m
2025-04-02   | 1h 0m    | 1h 11m   | 5h 39m   | 8h 20m
2025-04-03   | 0h 22m   | 1h 8m    | 6h 27m   | 8h 16m
2025-04-04   | 0h 28m   | 0h 59m   | 6h 59m   | 9h 12m
2025-04-06   | 0h 38m   | 0h 47m   | 5h 48m   | 7h 49m
2025-04-07   | 1h 12m   | 1h 31m   | 4h 42m   | 7h 51m
2025-04-08   | 0h 30m   | 0h 52m   | 7h 23m   | 9h 17m
2025-04-09   | 0h 29m   | 0h 17m   | 7h 38m   | 8h 55m
2025-04-10   | 1h 6m    | 0h 57m   | 6h 34m   | 8h 55m
2025-04-11   | 1h 26m   | 1h 53m   | 4h 58m   | 8h 21m
2025-04-12   | 0h 43m   | 1h 7m    | 6h 51m   | 8h 55m
2025-04-14   | 1h 7m    | 0h 35m   | 5h 45m   | 8h 24m
2025-04-15   | 1h 9m    | 0h 50m   | 6h 44m   | 9h 4m
2025-04-16   | 0h 46m   | 2h 8m    | 6h 24m   | 9h 37m
2025-04-17   | 0h 38m   | 1h 3m    | 7h 16m   | 9h 39m
2025-04-18   | 0h 28m   | 0h 58m   | 6h 14m   | 7h 54m
2025-04-19   | 0h 47m   | 0h 15m   | 6h 40m   | 7h 58m
2025-04-20   | 1h 32m   | 1h 36m   | 5h 56m   | 9h 35m
2025-04-21   | 0h 38m   | 1h 30m   | 7h 17m   | 9h 53m
2025-04-22   | 1h 37m   | 0h 59m   | 6h 27m   | 9h 54m
2025-04-23   | 1h 13m   | 1h 36m   | 5h 56m   | 9h 5m
2025-04-24   | 0h 42m   | 1h 36m   | 5h 36m   | 9h 0m
2025-04-25   | 0h 58m   | 1h 33m   | 5h 55m   | 8h 45m
2025-04-26   | 0h 42m   | 0h 26m   | 5h 39m   | 7h 53m
2025-04-27   | 1h 19m   | 0h 51m   | 5h 46m   | 8h 26m
2025-04-28   | 0h 47m   | 0h 16m   | 6h 26m   | 8h 7m
2025-04-29   | 1h 34m   | 1h 8m    | 5h 35m   | 8h 30m
2025-04-30   | 0h 57m   | 1h 8m    | 6h 12m   | 8h 53m
2025-05-01   | 1h 18m   | 1h 21m   | 5h 46m   | 8h 56m
2025-05-02   | 0h 20m   | 1h 59m   | 6h 11m   | 8h 58m
2025-05-03   | 1h 0m    | 1h 3m    | 6h 7m    | 9h 4m
2025-05-04   | 1h 4m    | 1h 3m    | 6h 9m    | 9h 35m
2025-05-05   | 1h 14m   | 1h 40m   | 6h 11m   | 9h 58m
2025-05-06   | 0h 51m   | 1h 41m   | 6h 26m   | 9h 31m
2025-05-07   | 1h 7m    | 1h 47m   | 7h 11m   | 10h 8m
2025-05-08   | 0h 32m   | 1h 37m   | 6h 41m   | 9h 37m
2025-05-09   | 1h 5m    | 1h 11m   | 7h 12m   | 10h 6m
2025-05-10   | 1h 18m   | 1h 8m    | 7h 7m    | 9h 48m
2025-05-11   | 0h 46m   | 1h 34m   | 5h 14m   | 8h 5m
2025-05-12   | 0h 34m   | 1h 24m   | 6h 45m   | 8h 55m
2025-05-13   | 1h 14m   | 2h 3m    | 5h 32m   | 9h 9m
2025-05-14   | 0h 51m   | 0h 36m   | 6h 32m   | 9h 20m
2025-05-15   | 0h 21m   | 0h 48m   | 6h 5m    | 8h 10m
2025-05-16   | 0h 10m   | 1h 24m   | 6h 21m   | 8h 12m
2025-05-17   | 0h 41m   | 0h 13m   | 5h 11m   | 6h 11m
2025-05-18   | 1h 15m   | 0h 28m   | 4h 24m   | 6h 32m
2025-05-19   | 1h 16m   | 1h 48m   | 5h 43m   | 9h 5m
2025-05-20   | 1h 18m   | 1h 22m   | 5h 2m    | 9h 12m
2025-05-21   | 1h 3m    | 1h 41m   | 6h 27m   | 9h 49m
2025-05-22   | 0h 22m   | 0h 57m   | 6h 40m   | 9h 0m
2025-05-23   | 1h 0m    | 1h 31m   | 3h 31m   | 6h 34m
2025-05-24   | 1h 14m   | 1h 25m   | 5h 14m   | 8h 59m
2025-05-25   | 0h 53m   | 1h 2m    | 6h 42m   | 9h 8m
2025-05-26   | 0h 20m   | 1h 19m   | 5h 59m   | 8h 1m
2025-05-27   | 1h 4m    | 0h 41m   | 4h 47m   | 7h 37m
2025-05-28   | 1h 11m   | 0h 54m   | 6h 32m   | 9h 3m
2025-05-29   | 0h 42m   | 1h 24m   | 4h 13m   | 6h 34m
2025-05-30   | 1h 6m    | 0h 54m   | 6h 30m   | 9h 9m
2025-05-31   | 0h 58m   | 1h 43m   | 5h 34m   | 8h 59m
2025-06-01   | 0h 44m   | 1h 2m    | 5h 10m   | 7h 0m
2025-06-02   | 0h 35m   | 1h 27m   | 5h 45m   | 7h 49m
2025-06-03   | 1h 21m   | 1h 51m   | 5h 53m   | 9h 8m
2025-06-04   | 0h 28m   | 0h 36m   | 7h 2m    | 8h 25m
2025-06-05   | 1h 43m   | 1h 18m   | 5h 54m   | 9h 31m
2025-06-06   | 2h 5m    | 1h 57m   | 4h 42m   | 9h 15m
2025-06-07   | 0h 50m   | 0h 22m   | 4h 33m   | 6h 28m
2025-06-08   | 1h 15m   | 1h 10m   | 5h 1m    | 8h 57m
2025-06-09   | 1h 20m   | 1h 28m   | 6h 5m    | 9h 12m
2025-06-10   | 1h 21m   | 1h 34m   | 4h 58m   | 8h 34m
2025-06-11   | 1h 6m    | 1h 31m   | 6h 16m   | 9h 18m
2025-06-12   | 0h 31m   | 0h 48m   | 7h 26m   | 9h 1m
2025-06-13   | 0h 34m   | 1h 10m   | 6h 20m   | 8h 31m
2025-06-14   | 0h 40m   | 1h 3m    | 4h 55m   | 7h 56m
2025-06-16   | 0h 35m   | 1h 43m   | 6h 20m   | 9h 19m
2025-06-17   | 0h 29m   | 1h 19m   | 5h 37m   | 7h 45m
2025-06-18   | 0h 59m   | 1h 27m   | 5h 42m   | 8h 54m
2025-06-19   | 0h 53m   | 1h 15m   | 7h 2m    | 9h 45m
2025-06-20   | 0h 49m   | 1h 46m   | 4h 48m   | 8h 22m
2025-06-21   | 0h 37m   | 1h 2m    | 5h 40m   | 8h 43m
2025-06-22   | 1h 12m   | 1h 37m   | 6h 33m   | 9h 48m
2025-06-23   | 1h 5m    | 1h 6m    | 5h 53m   | 8h 17m
2025-06-24   | 1h 4m    | 1h 57m   | 6h 4m    | 9h 28m
2025-06-25   | 1h 8m    | 1h 37m   | 6h 9m    | 9h 18m
2025-06-26   | 0h 57m   | 1h 47m   | 5h 54m   | 9h 49m
2025-06-27   | 0h 46m   | 1h 47m   | 5h 54m   | 8h 48m
2025-06-28   | 0h 29m   | 1h 28m   | 6h 44m   | 8h 50m
2025-06-29   | 0h 38m   | 1h 7m    | 6h 23m   | 8h 13m
2025-06-30   | 0h 22m   | 1h 19m   | 6h 4m    | 8h 57m
2025-07-01   | 0h 53m   | 1h 29m   | 6h 20m   | 10h 37m
2025-07-02   | 0h 41m   | 1h 55m   | 4h 42m   | 8h 35m
2025-07-03   | 0h 46m   | 1h 31m   | 7h 8m    | 9h 39m
2025-07-04   | 0h 47m   | 0h 21m   | 5h 1m    | 9h 26m
2025-07-05   | 0h 32m   | 0h 41m   | 6h 44m   | 8h 24m
2025-07-06   | 1h 4m    | 1h 49m   | 6h 2m    | 9h 9m
2025-07-07   | 0h 56m   | 2h 23m   | 5h 16m   | 8h 47m
2025-07-08   | 0h 53m   | 1h 0m    | 6h 23m   | 8h 32m
2025-07-09   | 1h 44m   | 0h 41m   | 4h 9m    | 8h 8m
2025-07-10   | 0h 23m   | 1h 41m   | 7h 0m    | 9h 18m
2025-07-11   | 0h 52m   | 1h 6m    | 7h 19m   | 10h 28m
2025-07-12   | 1h 3m    | 1h 9m    | 4h 26m   | 7h 7m
2025-07-13   | 1h 48m   | 1h 47m   | 5h 5m    | 8h 46m
2025-07-14   | 0h 40m   | 0h 58m   | 7h 18m   | 9h 23m
2025-07-15   | 0h 38m   | 1h 24m   | 6h 57m   | 9h 40m
2025-07-16   | 1h 32m   | 1h 20m   | 5h 20m   | 9h 3m
2025-07-17   | 1h 8m    | 1h 30m   | 5h 17m   | 9h 14m
2025-07-18   | 0h 10m   | 0h 57m   | 7h 17m   | 9h 12m
2025-07-19   | 0h 22m   | 0h 58m   | 7h 58m   | 9h 34m
2025-07-20   | 1h 4m    | 1h 38m   | 5h 51m   | 8h 53m
2025-07-21   | 1h 4m    | 2h 7m    | 5h 14m   | 9h 0m
2025-07-22   | 1h 3m    | 1h 12m   | 6h 37m   | 9h 43m
2025-07-23   | 0h 56m   | 1h 40m   | 6h 0m    | 8h 57m
2025-07-24   | 0h 44m   | 1h 13m   | 5h 58m   | 8h 42m
2025-07-25   | 1h 15m   | 1h 21m   | 6h 37m   | 10h 8m
2025-07-26   | 0h 44m   | 0h 50m   | 5h 28m   | 7h 50m
2025-07-27   | 0h 55m   | 0h 36m   | 4h 43m   | 6h 18m
2025-07-28   | 1h 8m    | 1h 4m    | 5h 51m   | 8h 57m
2025-07-29   | 1h 24m   | 1h 24m   | 6h 8m    | 9h 26m
2025-07-30   | 0h 41m   | 0h 29m   | 6h 13m   | 8h 46m
2025-07-31   | 1h 7m    | 1h 42m   | 6h 0m    | 9h 9m
2025-08-01   | 0h 19m   | 1h 47m   | 5h 41m   | 8h 22m
2025-08-02   | 0h 43m   | 1h 44m   | 5h 29m   | 9h 33m
2025-08-03   | 1h 12m   | 1h 33m   | 5h 17m   | 8h 14m
2025-08-04   | 0h 45m   | 1h 27m   | 7h 38m   | 10h 5m
2025-08-05   | 0h 51m   | 2h 8m    | 3h 59m   | 7h 7m
2025-08-06   | 0h 48m   | 1h 2m    | 6h 20m   | 8h 59m
2025-08-07   | 0h 47m   | 1h 52m   | 6h 59m   | 9h 58m
2025-08-08   | 0h 36m   | 2h 16m   | 6h 25m   | 9h 41m
2025-08-09   | 0h 48m   | 1h 58m   | 5h 34m   | 8h 24m
2025-08-10   | 0h 35m   | 1h 40m   | 6h 10m   | 9h 16m
2025-08-11   | 1h 12m   | 1h 50m   | 4h 20m   | 7h 55m
2025-08-12   | 0h 41m   | 1h 14m   | 7h 0m    | 9h 27m
2025-08-13   | 1h 31m   | 1h 42m   | 6h 3m    | 9h 25m
2025-08-14   | 0h 44m   | 0h 48m   | 6h 4m    | 8h 22m
2025-08-15   | 1h 13m   | 1h 39m   | 5h 40m   | 8h 46m
2025-08-16   | 1h 30m   | 0h 27m   | 6h 26m   | 9h 1m
2025-08-17   | 1h 24m   | 1h 5m    | 5h 55m   | 9h 11m
2025-08-18   | 1h 8m    | 1h 31m   | 5h 14m   | 8h 30m
2025-08-19   | 1h 1m    | 1h 38m   | 5h 2m    | 8h 7m
2025-08-20   | 1h 27m   | 1h 39m   | 5h 27m   | 8h 50m
2025-08-21   | 0h 22m   | 2h 9m    | 5h 36m   | 8h 13m
2025-08-22   | 1h 5m    | 0h 31m   | 6h 16m   | 9h 13m
2025-08-23   | 0h 55m   | 0h 54m   | 6h 17m   | 8h 38m
2025-08-24   | 1h 2m    | 0h 51m   | 6h 51m   | 9h 0m
2025-08-25   | 1h 9m    | 0h 47m   | 6h 10m   | 9h 1m
2025-08-26   | 1h 22m   | 1h 3m    | 6h 46m   | 9h 27m
2025-08-27   | 0h 57m   | 1h 55m   | 5h 14m   | 8h 14m
2025-08-28   | 1h 19m   | 1h 43m   | 5h 52m   | 9h 4m
2025-08-29   | 1h 4m    | 1h 44m   | 5h 58m   | 9h 20m
2025-08-30   | 0h 33m   | 1h 4m    | 5h 9m    | 7h 27m
2025-08-31   | 1h 1m    | 1h 6m    | 6h 35m   | 8h 56m
2025-09-01   | 1h 43m   | 1h 28m   | 3h 3m    | 7h 22m
2025-09-02   | 0h 46m   | 1h 50m   | 6h 26m   | 9h 29m
2025-09-03   | 0h 42m   | 0h 54m   | 6h 27m   | 8h 40m
2025-09-04   | 0h 53m   | 1h 31m   | 5h 59m   | 8h 35m
2025-09-05   | 0h 32m   | 1h 38m   | 6h 41m   | 8h 58m
2025-09-06   | 0h 48m   | 1h 45m   | 6h 37m   | 9h 46m
2025-09-07   | 1h 21m   | 1h 29m   | 6h 41m   | 9h 49m
2025-09-08   | 0h 32m   | 1h 35m   | 6h 7m    | 8h 48m
2025-09-09   | 1h 47m   | 1h 44m   | 4h 52m   | 9h 5m
2025-09-10   | 0h 11m   | 2h 17m   | 5h 56m   | 8h 35m
2025-09-11   | 0h 49m   | 1h 47m   | 5h 17m   | 8h 59m
2025-09-12   | 0h 29m   | 2h 0m    | 6h 13m   | 9h 24m
2025-09-13   | 0h 41m   | 1h 51m   | 5h 51m   | 8h 30m
2025-09-14   | 0h 57m   | 0h 55m   | 5h 35m   | 7h 41m
2025-09-15   | 1h 7m    | 1h 3m    | 5h 16m   | 8h 50m
2025-09-16   | 2h 13m   | 1h 12m   | 4h 27m   | 8h 3m
2025-09-17   | 0h 45m   | 0h 49m   | 7h 56m   | 10h 25m
2025-09-18   | 1h 25m   | 1h 4m    | 4h 22m   | 7h 44m
2025-09-19   | 1h 31m   | 1h 55m   | 5h 35m   | 9h 12m
2025-09-20   | 0h 43m   | 2h 1m    | 6h 15m   | 9h 3m
2025-09-21   | 1h 47m   | 1h 34m   | 4h 55m   | 8h 39m
2025-09-22   | 0h 20m   | 1h 8m    | 6h 45m   | 8h 53m
2025-09-23   | 0h 40m   | 2h 2m    | 4h 51m   | 7h 35m
2025-09-24   | 0h 45m   | 1h 37m   | 5h 55m   | 8h 28m
2025-09-25   | 1h 31m   | 1h 44m   | 5h 28m   | 9h 58m
2025-09-26   | 1h 12m   | 2h 37m   | 5h 42m   | 9h 45m
2025-09-27   | 0h 24m   | 2h 7m    | 5h 13m   | 7h 59m
2025-09-28   | 0h 28m   | 0h 59m   | 5h 12m   | 6h 54m
2025-09-29   | 1h 20m   | 1h 53m   | 5h 4m    | 8h 49m
2025-09-30   | 1h 3m    | 1h 10m   | 6h 37m   | 9h 7m
2025-10-01   | 0h 39m   | 1h 16m   | 6h 8m    | 8h 14m
2025-10-02   | 0h 52m   | 1h 35m   | 5h 33m   | 8h 31m
2025-10-03   | 1h 12m   | 0h 53m   | 5h 14m   | 7h 42m
2025-10-04   | 1h 5m    | 1h 32m   | 5h 11m   | 8h 20m
2025-10-05   | 1h 9m    | 0h 57m   | 3h 37m   | 6h 27m
2025-10-06   | 1h 51m   | 1h 0m    | 3h 37m   | 6h 30m
2025-10-07   | 1h 1m    | 1h 39m   | 5h 1m    | 7h 48m
2025-10-08   | 0h 54m   | 1h 33m   | 6h 41m   | 9h 56m
2025-10-09   | 0h 47m   | 1h 32m   | 5h 29m   | 7h 49m
2025-10-10   | 0h 46m   | 2h 6m    | 5h 39m   | 8h 38m
2025-10-11   | 0h 19m   | 1h 1m    | 6h 25m   | 7h 59m
2025-10-12   | 0h 21m   | 0h 20m   | 6h 14m   | 9h 10m
2025-10-13   | 0h 55m   | 2h 14m   | 7h 36m   | 11h 28m
2025-10-14   | 1h 10m   | 1h 57m   | 5h 35m   | 8h 58m
2025-10-15   | 1h 23m   | 2h 48m   | 6h 25m   | 10h 58m
2025-10-16   | 0h 41m   | 1h 1m    | 7h 50m   | 9h 46m
2025-10-17   | 0h 28m   | 1h 27m   | 7h 21m   | 9h 44m
2025-10-18   | 0h 26m   | 1h 6m    | 6h 23m   | 8h 1m
2025-10-19   | 1h 7m    | 1h 28m   | 5h 29m   | 8h 21m
2025-10-20   | 0h 50m   | 1h 12m   | 6h 58m   | 9h 14m
2025-10-21   | 1h 12m   | 1h 48m   | 5h 48m   | 9h 19m
2025-10-22   | 0h 49m   | 1h 37m   | 6h 22m   | 9h 30m
2025-10-23   | 1h 47m   | 1h 43m   | 4h 23m   | 8h 46m
2025-10-24   | 0h 57m   | 1h 2m    | 6h 43m   | 9h 48m
2025-10-25   | 1h 18m   | 1h 32m   | 3h 52m   | 7h 2m
2025-10-26   | 0h 50m   | 1h 10m   | 6h 29m   | 9h 12m
2025-10-27   | 0h 53m   | 1h 21m   | 5h 33m   | 8h 19m
2025-10-28   | 0h 49m   | 2h 1m    | 5h 1m    | 8h 48m
2025-10-29   | 0h 59m   | 1h 4m    | 6h 10m   | 9h 6m
2025-10-30   | 0h 20m   | 1h 14m   | 5h 26m   | 7h 19m
2025-10-31   | 0h 49m   | 1h 5m    | 5h 29m   | 7h 42m
2025-11-01   | 1h 10m   | 1h 14m   | 5h 22m   | 8h 15m
2025-11-02   | 0h 52m   | 0h 55m   | 6h 18m   | 8h 34m
2025-11-03   | 0h 44m   | 1h 34m   | 4h 57m   | 7h 52m
2025-11-04   | 0h 0m    | 2h 18m   | 4h 10m   | 6h 30m
2025-11-05   | 1h 3m    | 1h 46m   | 5h 9m    | 8h 3m
2025-11-06   | 0h 36m   | 1h 17m   | 5h 25m   | 8h 23m
2025-11-07   | 1h 46m   | 1h 23m   | 5h 19m   | 8h 44m
2025-11-08   | 0h 35m   | 1h 33m   | 5h 28m   | 8h 10m
2025-11-09   | 1h 7m    | 0h 55m   | 4h 59m   | 7h 18m
2025-11-10   | 0h 41m   | 1h 35m   | 5h 24m   | 7h 48m
2025-11-11   | 0h 43m   | 1h 50m   | 6h 23m   | 9h 8m
2025-11-12   | 0h 39m   | 1h 37m   | 5h 57m   | 8h 40m
2025-11-13   | 1h 7m    | 1h 8m    | 5h 24m   | 8h 12m
2025-11-14   | 1h 3m    | 1h 13m   | 6h 8m    | 8h 41m
2025-11-15   | 0h 39m   | 1h 28m   | 6h 14m   | 9h 0m
2025-11-16   | 1h 18m   | 0h 46m   | 6h 26m   | 9h 41m
2025-11-17   | 0h 43m   | 1h 39m   | 5h 45m   | 8h 48m
2025-11-18   | 0h 52m   | 0h 40m   | 6h 26m   | 8h 54m
